3179,2035.09305
3179,0.00249
3179,0.00095
3179,0.00068
3179,0.00073
3179,0.00029
3179,0.00048
3179,0.00122
3179,0.00178
3179,0.00041
3179,0.00039
3179,0.00022
3179,0.00022
3179,0.00026
3179,0.00019
3179,0.00018
3179,0.00057
3179,0.00044
3179,0.00049
3179,0.00071
3179,0.00040
3179,0.00029
3179,0.00018
3179,0.00064
3179,0.00038
3179,0.00027
3179,0.00028
3179,0.00059
3179,0.00083
3179,0.00065
3179,0.00084
3179,0.00090
3179,0.00066
3179,0.00122
3179,0.00040
3179,0.00079
3179,0.00939
3179,0.00027
3179,0.00027
3179,0.00882
3179,0.00023
3179,0.00022
3179,0.00028
3179,0.00019
3179,0.00019
3179,0.00034
3179,0.00060
3179,0.00032
3179,0.00041
3179,0.01908
3179,0.00023
3179,0.00110
3179,0.00141
3179,0.00029
3179,0.00059
3179,0.00028
3179,0.00019
3179,0.00017
3179,0.00024
3179,0.00024
3179,0.00408
3179,0.00234
3179,0.00091
3179,0.00049
3179,0.00069
3179,0.00033
3179,0.00055
3179,0.00032
3179,0.00059
3179,0.00082
3179,0.00041
3179,0.00068
3179,0.00052
3179,0.00052
3179,0.00026
3179,0.00066
3179,0.00036
3179,0.00037
3179,0.00050
3179,0.00038
3179,0.00041
3179,0.00081
3179,0.00049
3179,0.00066
3179,0.00039
3179,0.00032
3179,0.00065
3179,0.00094
3179,0.00028
3179,0.00040
3179,0.00041
3179,0.00049
3179,0.00039
3179,0.00034
3179,0.00033
3179,0.00030
3179,0.00460
3179,0.00023
3179,0.00894
3179,0.00025
3179,0.00023
3179,0.00021
3179,0.00022
3179,0.00057
3179,0.00029
3179,0.00070
3179,0.00044
3179,0.00068
3179,0.01910
3179,0.00058
3179,0.00115
3179,0.00056
3179,0.00034
3179,0.00058
3179,0.00022
3179,0.00025
3179,0.00097
3179,0.00061
3179,0.00049
3179,0.00054
3179,0.00116
3179,0.00259
3179,0.00137
3179,0.00053
3179,0.00037
3179,0.00022
3179,0.00035
3179,0.00040
3179,0.00026
3179,0.00029
3179,0.00023
3179,0.00057
3179,0.00058
3179,0.00041
3179,0.00024
3179,0.00112
3179,0.00032
3179,0.00036
3179,0.00074
3179,0.00021
3179,0.00066
3179,0.00026
3179,0.00021
3179,0.00080
3179,0.00077
3179,0.00019
3179,0.00049
3179,0.00052
3179,0.00086
3179,0.00036
3179,0.00046
3179,0.00061
3179,0.00078
3179,0.00037
3179,0.00057
3179,0.00081
3179,0.00050
3179,0.00050
3179,0.00051
3179,0.00034
3179,0.00040
3179,0.00066
3179,0.00040
3179,0.00057
3179,0.01093
3179,0.00052
3179,0.00027
3179,0.00042
3179,0.00059
3179,0.00095
3179,0.00054
3179,0.01859
3179,0.00085
3179,0.00033
3179,0.00034
3179,0.00201
3179,0.00041
3179,0.00054
3179,0.00046
3179,0.00080
3179,0.00044
3179,0.00022
3179,0.00087
3179,0.00110
3179,0.00077
3179,0.00090
3179,0.00035
3179,0.00015
3179,0.00034
3179,0.00083
3179,0.00117
3179,0.00063
3179,0.00057
3179,0.00044
3179,0.00045
3179,0.00047
3179,0.00081
3179,0.00034
3179,0.00030
3179,0.00025
3179,0.00042
3179,0.00109
3179,0.00037
3179,0.00025
3179,0.00051
3179,0.00106
3179,0.00088
3179,0.00040
3179,0.00055
3179,0.00056
3179,0.00047
3179,0.00056
3179,0.00071
3179,0.00050
3179,0.00050
3179,0.00058
3179,0.00039
3179,0.00054
3179,0.00045
3179,0.00065
3179,0.00051
3179,0.00075
3179,0.00038
3179,0.00057
3179,0.00054
3179,0.00058
3179,0.01054
3179,0.00064
3179,0.00105
3179,0.00022
3179,0.00067
3179,0.00052
3179,0.00039
3179,0.01859
3179,0.00125
3179,0.00089
3179,0.00019
3179,0.00053
3179,0.00071
3179,0.00062
3179,0.00041
3179,0.00095
3179,0.00077
3179,0.00085
3179,0.00047
3179,0.00025
3179,0.00209
3179,0.00051
3179,0.00015
3179,0.00015
3179,0.00016
3179,0.00036
3179,0.00018
3179,0.00015
3179,0.00019
3179,0.00018
3179,0.00014
3179,0.00015
3179,0.00016
3179,0.00070
3179,0.00049
3179,0.00047
3179,0.00044
3179,0.00083
3179,0.00069
3179,0.00054
3179,0.00041
3179,0.00073
3179,0.00027
3179,0.00041
3179,0.00047
3179,0.00060
3179,0.00117
3179,0.00068
3179,0.00049
3179,0.00066
3179,0.00047
3179,0.00067
3179,0.00095
3179,0.00101
3179,0.00078
3179,0.00038
3179,0.00040
3179,0.00085
3179,0.00058
3179,0.00049
3179,0.00069
3179,0.00080
3179,0.00053
3179,0.00066
3179,0.01175
3179,0.00024
3179,0.00063
3179,0.00022
3179,0.00028
3179,0.00095
3179,0.00038
3179,0.00040
3179,0.00053
3179,0.01939
3179,0.00103
3179,0.00148
3179,0.00100
3179,0.00069
3179,0.00058
3179,0.00051
3179,0.00039
3179,0.00046
3179,0.00031
3179,0.00052
3179,0.00130
3179,0.00077
3179,0.00068
3179,0.00049
3179,0.00078
3179,0.00048
3179,0.00029
3179,0.00038
3179,0.00032
3179,0.00036
3179,0.00123
3179,0.00063
3179,0.00059
3179,0.00067
3179,0.00048
3179,0.00023
3179,0.00028
3179,0.00092
3179,0.00047
3179,0.00078
3179,0.00071
